"年月日","牡羊座","牡牛座","双子座","蟹座","獅子座","乙女座","天秤座","蠍座","射手座","山羊座","水瓶座","魚座"
"20160827","12","9","4","5","8","3","2","11","10","1","7","6"
"20160828","10","4","2","11","9","12","8","6","5","1","3","7"
"20160829","12","11","5","1","6","2","8","3","9","10","7","4"
"20160830","1","7","4","5","10","3","2","11","6","9","8","12"
"20160831","7","1","2","9","11","5","12","10","4","6","8","3"
"20160901","7","3","2","9","12","10","6","8","5","4","11","1"
"20160902","6","10","1","5","9","11","3","4","8","12","7","2"
"20160903","7","9","11","6","3","10","8","1","5","2","4","12"
"20160904","11","6","1","8","2","10","7","3","9","4","5","12"
"20160905","8","3","1","2","6","12","10","11","4","9","7","5"
"20160906","7","12","10","3","9","1","5","4","11","2","8","6"
"20160907","3","7","5","8","10","12","1","4","6","2","9","11"
"20160908","3","4","11","6","8","10","12","5","1","9","7","2"
"20160909","11","6","10","9","4","5","1","2","8","3","7","12"
"20160910","2","8","11","1","6","7","12","5","3","9","4","10"
"20160911","9","12","6","8","3","10","11","1","7","5","2","4"
"20160912","12","2","6","1","8","7","5","3","9","4","10","11"
"20160913","3","6","7","9","8","12","4","10","5","2","1","11"
"20160914","9","8","3","4","1","12","10","2","6","7","5","11"
"20160915","4","2","11","1","7","10","3","9","8","6","12","5"
"20160916","4","1","3","6","8","11","12","2","9","10","5","7"
"20160917","11","10","2","12","9","5","6","8","4","1","7","3"
"20160918","11","8","5","1","7","10","6","12","2","3","4","9"
"20160919","9","1","4","11","8","7","12","10","3","2","6","5"
"20160920","1","11","3","4","9","10","8","2","5","7","6","12"
"20160921","1","6","7","2","4","11","5","9","10","8","3","12"
"20160922","2","8","12","3","5","7","10","4","11","1","6","9"
"20160923","11","12","6","5","9","10","1","8","7","2","3","4"
"20160924","3","2","5","7","11","12","1","9","8","6","10","4"
"20160925","9","7","10","4","6","2","11","1","12","5","3","8"
"20160926","7","2","3","6","11","5","10","1","8","4","12","9"
"20160927","3","2","12","10","11","5","6","1","7","8","9","4"
"20160928","8","11","9","4","5","10","3","1","12","2","6","7"
"20160929","11","6","12","8","2","7","1","10","3","5","9","4"
"20160930","7","10","8","9","1","3","6","2","12","11","5","4"
"20161001","8","6","7","9","4","3","11","5","12","1","2","10"
"20161002","11","10","3","2","6","7","1","8","5","4","12","9"
"20161003","10","9","2","5","6","4","7","12","1","8","11","3"
"20161004","11","9","7","10","4","1","8","6","5","12","2","3"
"20161005","8","9","10","6","12","7","3","4","2","5","1","11"
"20161006","1","12","3","4","11","7","2","10","8","9","6","5"
"20161007","8","9","12","11","10","1","6","5","2","4","7","3"
"20161008","9","6","8","10","11","3","4","2","12","1","7","5"
"20161009","12","3","11","7","2","4","9","5","10","8","1","6"
"20161010","3","8","12","5","10","2","1","4","9","11","6","7"
"20161011","6","4","8","7","5","12","9","1","10","3","11","2"
"20161012","6","3","11","5","7","9","4","1","12","8","2","10"
"20161013","10","1","7","9","4","11","5","8","3","6","2","12"
"20161014","10","7","8","6","1","11","9","2","3","5","4","12"
"20161015","10","5","4","7","3","12","6","11","9","8","2","1"
"20161016","9","10","4","2","5","11","6","3","7","12","8","1"
"20161017","2","4","10","9","5","1","8","3","11","6","12","7"
"20161018","10","8","3","2","5","6","11","4","1","7","9","12"
"20161019","7","10","8","3","2","12","6","5","9","11","1","4"
"20161020","2","5","8","3","9","4","1","7","11","6","10","12"
"20161021","12","4","9","5","6","2","1","8","3","7","10","11"
"20161022","11","4","5","8","12","1","6","10","2","9","7","3"
"20161023","8","11","6","3","12","5","1","9","4","10","2","7"
"20161024","8","5","6","4","3","10","11","2","9","1","12","7"
"20161025","9","1","6","4","12","10","2","5","8","7","3","11"
"20161026","12","10","3","7","9","2","4","6","5","8","11","1"
"20161027","4","2","7","9","6","5","8","11","3","12","10","1"
"20161028","5","8","6","9","2","1","11","10","7","3","12","4"
"20161029","5","1","12","9","2","11","10","8","6","4","3","7"
"20161030","2","1","3","9","8","11","5","7","4","10","6","12"
"20161031","2","8","11","10","9","7","4","5","1","12","6","3"
"20161101","1","9","12","11","2","5","8","3","7","4","6","10"
"20161102","1","3","4","9","6","12","2","7","5","10","8","11"
"20161103","9","4","6","5","10","12","3","8","2","11","1","7"
"20161104","2","9","11","7","8","3","1","5","10","12","4","6"
"20161105","12","9","11","8","6","5","7","1","10","4","2","3"
"20161106","5","9","8","6","10","7","3","2","11","4","12","1"
"20161107","1","10","2","7","12","3","5","8","6","11","9","4"
"20161108","4","11","10","3","1","12","9","6","8","7","5","2"
"20161109","7","10","1","11","9","2","8","6","3","5","4","12"
"20161110","6","3","9","2","1","5","7","11","12","8","10","4"
"20161111","12","9","3","10","4","7","8","6","2","1","5","11"
"20161112","4","2","6","3","11","1","9","12","10","7","5","8"
"20161113","10","11","3","1","7","2","9","12","5","6","8","4"
"20161114","11","5","9","6","10","8","7","4","12","3","2","1"
"20161115","7","8","3","12","5","2","4","6","10","1","9","11"
"20161116","1","12","9","2","6","11","4","7","10","5","8","3"
"20161117","4","2","8","10","3","12","7","11","9","6","5","1"
"20161118","3","11","1","8","4","2","6","7","5","12","9","10"
"20161119","5","10","1","12","11","4","6","8","9","2","7","3"
"20161120","12","8","3","2","9","11","10","6","4","7","1","5"
"20161121","5","12","7","3","1","9","8","4","10","2","6","11"
"20161122","8","12","5","4","3","11","6","10","1","9","7","2"
"20161123","10","12","11","7","1","2","8","3","5","6","4","9"
"20161124","10","6","5","1","2","7","3","8","12","9","11","4"
"20161125","1","7","4","2","12","8","5","3","9","6","10","11"
"20161126","11","4","2","10","9","7","1","8","6","12","3","5"
"20161127","3","12","7","2","10","9","1","8","6","11","5","4"
"20161128","9","10","12","2","6","11","5","4","8","3","1","7"
"20161129","10","3","7","9","8","6","1","2","12","5","4","11"
"20161130","5","1","9","2","7","10","4","12","3","8","11","6"
"20161201","4","2","1","5","6","9","11","3","10","8","12","7"
"20161202","2","12","8","9","11","7","6","10","5","1","4","3"
"20161203","12","2","8","5","7","3","1","10","6","9","4","11"
"20161204","3","8","10","7","6","5","1","2","4","12","9","11"
"20161205","4","1","11","9","12","10","7","3","8","5","2","6"
"20161206","2","9","10","12","4","1","7","5","6","11","8","3"
"20161207","10","8","5","7","6","9","4","2","3","11","1","12"
"20161208","12","6","7","8","11","9","10","2","5","3","1","4"
"20161209","4","8","5","7","3","10","12","9","11","6","2","1"
"20161210","7","8","12","1","11","9","3","10","4","2","6","5"
"20161211","5","4","3","11","6","8","12","2","10","9","1","7"
"20161212","11","3","8","4","12","7","1","5","10","2","9","6"
"20161213","4","6","2","10","1","11","8","12","5","9","3","7"
"20161214","5","4","7","3","1","2","12","9","6","11","8","10"
"20161215","10","5","9","12","2","11","4","7","1","8","6","3"
"20161216","7","11","9","2","4","1","10","3","8","6","5","12"
"20161217","2","6","9","7","12","11","5","8","3","4","1","10"
"20161218","10","2","4","3","7","11","8","12","5","9","6","1"
"20161219","12","5","9","11","10","6","8","4","1","2","7","3"
"20161220","11","6","2","1","10","3","4","12","7","8","9","5"
"20161221","6","11","1","10","7","5","12","9","2","3","8","4"
"20161222","5","11","6","2","7","9","10","12","4","1","3","8"
"20161223","2","11","9","4","12","8","1","5","7","3","10","6"
"20161224","1","11","10","3","7","4","2","6","12","5","8","9"
"20161225","9","5","2","4","6","12","11","3","1","10","7","8"
"20161226","6","4","5","9","2","1","11","7","10","3","12","8"
"20161227","5","11","2","8","12","10","7","6","1","9","3","4"
"20161228","6","5","2","1","9","7","12","10","8","3","4","11"
"20161229","6","3","1","5","4","11","9","2","12","7","10","8"
"20161230","3","1","7","9","2","12","5","11","10","4","6","8"
"20161231","4","10","3","8","7","11","1","5","6","12","2","9"
"20170101","8","2","9","5","6","12","4","7","3","10","1","11"
"20170102","7","8","3","10","12","4","5","1","11","2","9","6"
"20170103","1","6","8","11","7","3","10","5","2","12","4","9"
"20170104","8","4","9","5","11","7","1","2","12","6","3","10"
"20170105","3","2","12","6","11","5","10","8","4","9","7","1"
"20170106","12","6","1","10","4","2","8","5","3","11","7","9"
"20170107","1","12","4","10","3","11","7","9","5","2","6","8"
"20170108","11","10","3","2","9","8","6","5","4","1","7","12"
"20170109","3","12","4","8","6","7","2","11","10","1","5","9"
"20170110","6","3","1","9","10","12","11","4","5","7","2","8"
"20170111","3","2","1","6","5","11","10","7","8","4","12","9"
"20170112","8","11","9","1","3","6","5","4","12","7","2","10"
"20170113","12","5","7","1","10","11","8","2","9","4","3","6"
"20170114","5","3","11","8","4","1","9","12","2","6","7","10"
"20170115","5","9","10","7","8","12","2","3","6","11","1","4"
"20170116","10","1","2","6","3","5","11","8","9","12","4","7"
"20170117","3","9","12","1","7","10","8","4","6","5","2","11"
"20170118","5","3","7","4","10","2","6","9","12","8","1","11"
"20170119","5","1","8","9","11","3","10","4","2","6","12","7"
"20170120","5","8","4","12","6","11","7","3","10","9","2","1"
"20170121","12","6","7","10","5","3","4","2","11","9","8","1"
"20170122","5","3","11","7","2","10","12","6","8","9","1","4"
"20170123","10","12","4","1","3","8","6","5","9","7","2","11"
"20170124","7","11","10","2","6","9","8","12","4","1","3","5"
"20170125","8","2","10","4","3","9","5","11","7","1","6","12"
"20170126","12","5","9","2","7","3","6","8","10","4","1","11"
"20170127","2","1","7","12","8","3","9","6","4","5","10","11"
"20170128","3","1","5","10","12","8","11","4","6","2","9","7"
"20170129","10","9","5","3","11","6","12","4","2","7","1","8"
"20170130","1","5","3","12","6","7","8","4","2","11","10","9"
"20170131","2","7","6","10","3","4","12","5","9","8","1","11"
"20170201","4","8","5","12","10","1","11","2","7","9","6","3"
"20170202","8","11","5","12","4","1","2","7","9","10","6","3"
"20170203","6","7","2","5","4","9","1","11","12","10","8","3"
"20170204","3","10","7","4","8","12","11","6","9","1","2","5"
"20170205","10","3","7","4","9","12","5","8","2","1","11","6"
"20170206","5","1","11","8","6","4","2","7","3","10","12","9"
"20170207","9","6","12","1","3","2","10","11","8","7","4","5"
"20170208","2","5","9","1","6","10","11","4","12","7","8","3"
"20170209","1","10","5","8","6","9","11","12","2","7","4","3"
"20170210","7","9","8","5","2","3","10","1","11","12","6","4"
"20170211","6","2","7","12","5","4","10","11","8","9","3","1"
"20170212","4","8","10","11","5","7","9","1","3","12","2","6"
"20170213","4","11","7","12","5","9","10","2","8","6","3","1"
"20170214","5","7","6","1","2","11","8","4","12","9","10","3"
"20170215","11","3","10","2","6","7","12","8","5","4","9","1"
"20170216","10","8","6","2","12","5","1","4","3","7","9","11"
"20170217","9","11","6","1","2","10","7","3","4","8","12","5"
"20170218","11","12","3","10","2","6","9","1","5","4","8","7"
"20170219","7","3","5","4","1","10","2","11","12","8","6","9"
"20170220","5","12","9","11","4","10","1","6","2","7","3","8"
"20170221","10","8","2","6","4","1","9","7","12","3","11","5"
"20170222","10","5","11","2","7","8","12","4","3","1","6","9"
"20170223","4","11","5","10","3","2","12","9","6","1","8","7"
"20170224","4","12","5","2","7","6","1","8","10","3","11","9"
"20170225","10","1","6","2","11","8","12","4","9","7","3","5"
"20170226","4","8","1","3","9","12","5","6","11","7","10","2"
"20170227","3","6","4","11","7","8","5","10","12","1","9","2"
"20170228","8","2","10","4","11","7","1","3","6","9","5","12"
"20170301","4","6","2","12","1","3","11","10","9","7","5","8"
"20170302","1","7","6","2","12","4","11","5","10","9","3","8"
"20170303","3","1","11","5","7","6","2","10","12","4","9","8"
"20170304","5","4","1","6","3","7","10","11","2","12","9","8"
"20170305","6","10","7","4","11","3","8","5","9","1","2","12"
"20170306","8","7","1","11","12","4","9","2","10","5","3","6"
"20170307","2","10","4","9","12","6","3","11","5","7","1","8"
"20170308","10","8","11","9","4","1","12","6","3","2","5","7"
"20170309","9","12","8","7","3","11","1","5","4","6","10","2"
"20170310","5","10","11","3","8","2","7","6","4","1","9","12"
"20170311","11","12","7","4","2","5","6","8","10","9","3","1"
"20170312","11","7","2","8","6","4","5","10","1","9","12","3"
"20170313","2","3","1","9","6","4","5","8","7","10","12","11"
"20170314","8","7","3","10","2","4","11","9","1","6","12","5"
"20170315","9","6","7","1","8","3","12","4","11","2","10","5"
"20170316","12","8","5","4","6","10","1","9","3","11","2","7"
"20170317","6","12","2","8","4","5","3","7","9","1","10","11"
"20170318","4","3","1","9","6","12","5","10","11","8","7","2"
"20170319","5","3","10","1","4","7","9","6","11","2","12","8"
"20170320","9","7","3","8","10","6","5","2","4","11","12","1"
"20170321","6","11","9","3","10","1","7","12","5","8","2","4"
"20170322","5","1","12","10","3","7","9","6","8","11","2","4"
"20170323","12","4","10","6","2","3","5","1","8","9","11","7"
"20170324","9","12","7","3","6","11","4","1","10","2","8","5"
"20170325","7","8","2","5","6","11","10","9","12","4","3","1"
"20170326","9","4","11","3","1","12","2","8","10","7","5","6"
"20170327","2","4","1","9","3","12","6","10","7","11","5","8"
"20170328","1","10","4","7","2","11","5","12","9","3","8","6"
"20170329","12","10","4","6","1","8","3","9","7","11","2","5"
"20170330","7","2","4","3","11","6","1","12","8","5","10","9"
"20170331","12","10","8","1","9","5","7","2","3","6","11","4"
"20170401","2","4","9","3","7","8","11","10","12","1","6","5"
"20170402","9","6","8","7","3","12","5","4","1","10","2","11"
"20170403","7","2","8","9","5","6","11","3","1","4","10","12"
"20170404","4","8","6","3","12","9","5","2","11","10","7","1"
"20170405","8","1","12","5","2","4","9","11","10","7","6","3"
"20170406","10","7","6","8","3","1","11","5","9","12","2","4"
"20170407","9","1","8","7","5","2","6","10","12","11","3","4"
"20170408","7","1","3","9","11","8","6","2","10","12","5","4"
"20170409","1","12","3","5","11","2","9","4","10","8","7","6"
"20170410","3","12","10","8","6","2","7","9","5","1","4","11"
"20170411","6","12","8","3","10","11","2","4","1","5","7","9"
"20170412","12","5","11","7","1","8","4","3","9","6","10","2"
"20170413","3","12","7","5","2","6","1","4","11","9","10","8"
"20170414","9","8","5","12","7","4","1","10","3","11","2","6"
"20170415","6","5","7","4","9","3","2","10","11","1","12","8"
"20170416","2","3","1","10","9","4","5","7","12","11","8","6"
"20170417","4","2","12","8","5","6","9","7","11","10","3","1"
"20170418","2","9","6","3","11","7","8","12","4","10","1","5"
"20170419","2","1","11","5","9","4","8","6","7","12","3","10"
"20170420","8","12","3","4","10","11","1","2","7","9","6","5"
"20170421","3","7","12","9","8","6","10","2","11","1","5","4"
"20170422","11","10","9","8","6","1","5","2","12","7","3","4"
"20170423","4","8","1","2","12","10","9","7","11","3","6","5"
"20170424","4","6","8","12","11","1","9","2","10","3","5","7"
"20170425","8","4","2","6","9","12","5","7","10","11","3","1"
"20170426","8","2","5","1","12","6","7","3","9","4","10","11"
"20170427","3","10","4","6","1","7","2","8","9","12","5","11"
"20170428","2","7","12","5","11","10","6","3","1","9","8","4"
"20170429","7","1","4","8","2","3","5","6","9","11","12","10"
"20170430","7","3","12","8","2","4","9","11","5","1","6","10"
"20170501","4","5","2","1","6","11","8","10","12","7","9","3"
"20170502","8","9","4","12","7","1","10","11","2","5","6","3"
"20170503","5","10","1","6","7","2","3","9","4","8","12","11"
"20170504","10","9","5","11","4","12","8","3","2","1","6","7"
"20170505","3","11","9","10","1","4","6","2","5","7","12","8"
"20170506","8","1","11","4","10","2","12","5","9","3","6","7"
"20170507","1","2","6","3","5","7","12","10","9","11","8","4"
"20170508","9","6","2","4","11","8","5","3","12","1","10","7"
"20170509","7","11","8","5","10","2","12","3","1","9","6","4"
"20170510","10","9","11","7","1","4","5","8","6","3","12","2"
"20170511","3","6","5","8","12","2","7","4","1","9","11","10"
"20170512","9","6","3","2","7","4","11","10","12","8","5","1"
"20170513","2","8","12","11","4","10","3","1","7","6","5","9"
"20170514","4","1","5","6","3","8","11","10","12","2","9","7"
"20170515","3","12","4","1","9","2","5","7","8","6","11","10"
